name,location,edition,restaurant_url,address,lat,lon
Pokai,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/pokai-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"House Unit 1 Glenfrome Road, Bristol, BS56XX",51.4785946,-2.5613584
Nomi Katsu,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/nomi-katsu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1 Glenfrome House, Bristol, BS56XX",51.4785946,-2.5613584
Poke Fusion,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/poke-fusion-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX",51.4785946,-2.5613584
The Athenian,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/the-athenian-plant-based-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX",51.4785946,-2.5613584
TRIP CBD Store,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/trip-cbd-store-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX",51.4785946,-2.5613584
Mindful Chef,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/mindful-chef-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX",51.4785946,-2.5613584
Alcohol Delivery London- Park Lane,London,fish-island-area,https://deliveroo.co.uk/menu/London/fish-island-area/bow-road-express,"Wick Lane, London, E32JG",51.535643,-0.0219653
TRIP CBD Store,London,balham,https://deliveroo.co.uk/menu/london/balham/trip-cbd-store-balham,"25 Mitcham Lane, London, SW166LQ",51.42783871,-0.133068823
Saucybird,London,windsor-and-eton,https://deliveroo.co.uk/menu/London/windsor-and-eton/saucybird/,"1 Castle Hill, London, SL41PD",51.48249872,-0.607392971
Ben & Jerry's Store,London,swiss-cottage-editions,https://deliveroo.co.uk/menu/London/swiss-cottage-editions/ben-and-jerrys-store-editions-bel,"Rear Unit, 115 Finchley Road, Swiss Cottage, London, NW36HY",51.54295923,-0.175345254
YUN Restaurant,London,mornington-crescent-south,https://deliveroo.co.uk/menu/London/mornington-crescent-south/yun-restaurant-east-central,"14-16 Camden high Street, London, London, NW10JH",51.53518171,-0.13875864
Fit Food,London,white-city-estate,https://deliveroo.co.uk/menu/London/white-city-estate/fit-food-white-city,"Unit 5, Media Works Building, Wood Lane, London, W127TP",51.51347865,-0.227783671
TRIP CBD Store,London,south-acton,https://deliveroo.co.uk/menu/london/south-acton/trip-cbd-store-chiswick,"6A Greenock Road, Chiswick Park, London, W38DU",51.49848149,-0.272528549
Halloween Pies,Manchester,salford-crescent,https://deliveroo.co.uk/menu/Manchester/salford-crescent/halloween-pies-pr-activation-man,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN",53.46888407,-2.276106101
The Snacking & Breakfast Store,Manchester,salford-crescent,https://deliveroo.co.uk/menu/Manchester/salford-crescent/kelloggs-snacking-store,"Unit 10, Foundry, Ordsall Lane, Manchester, M53AN",53.46888407,-2.276106101
Lost Boys Chicken @ The Joker - Preston,Brighton,round-hill,https://deliveroo.co.uk/menu/Brighton/round-hill/lost-boys-chicken,"The Joker, 2 Preston Road, Brighton, BN14QF",50.83385368,-0.139025655
Saucybird,Brighton,round-hill,https://deliveroo.co.uk/menu/Brighton/round-hill/saucybird-brighton,"52-53 London Road, Brighton, BN14JX",50.83228175,-0.137680829
The Great British Cheesecake Company,London,canning-town-editions,https://deliveroo.co.uk/menu/London/canning-town-editions/the-great-british-cheesecake-company-editions-blw?day=today&geohash=gcpvpqp8znt2&time=ASAP,"Prestage Way Car Park, Editions, Blackwall, London, E149QE",51.5086128,-0.006668344
Pho,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/pho-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP,"145 Ormside Street, London, SE151TF",51.4831068,-0.0556266
Remeo Gelato,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/remeo-gelato-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ",52.95402989,-1.181565617
