,name,location,timestamps,timestamp_urls,restaurant_url
311,Tao Tao Ju 陶陶居,bermondsey-2-editions,['20210927'],['https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/bermondsey-2-editions/tao-tao-ju-carlisle-lane?day=today&geohash=gcpuy4qyxv4k&time=ASAP
312,Shanghai Sally,bsy-editions,['20210927'],['https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/bsy-editions/shanghai-sally-editions-bsy-new?day=today&geohash=gcpuy4qyxv4k&time=ASAP
313,CHIK'N,wandsworth-editions,"['20210731', '20210623']","['https://web.archive.org/web/20210731041337/https://deliveroo.co.uk/restaurants/london/putney?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/wandsworth-editions/chikn-editions-wnw?day=today&geohash=gcpudz9hq668&time=1230
314,Hoppers ,wandsworth-editions,"['20210731', '20210623']","['https://web.archive.org/web/20210731041337/https://deliveroo.co.uk/restaurants/london/putney?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/wandsworth-editions/hoppers-editions-wnw?day=today&geohash=gcpudz9hq668&time=1730
315,Motu Indian Kitchen,wandsworth-editions,"['20210731', '20210623']","['https://web.archive.org/web/20210731041337/https://deliveroo.co.uk/restaurants/london/putney?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/wandsworth-editions/motu-editions-wnw?geohash=gcpudz9hq668
316,John Frieda's Blonde Menu,,['20200920'],['https://web.archive.org/web/20200920/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],
317,Shake Shack – Burgers & Shakes,culvert-place-editions,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/shake-shack-editions-bcp?day=today&geohash=gcpuudybvsby&time=1200
318,Yoobi Sushi,queenstown-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/queenstown-road/yoobi-battersea?day=today&geohash=gcpuudybvsby&time=1200
319,Gourmet Sushi,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/gourmet-sushi-editions-byr?day=today&geohash=gcpuudybvsby&time=1200
320,The Ice Cream Store ,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/the-ice-cream-store-editions-byr?day=today&geohash=gcpuudybvsby&time=1200
321,Ben & Jerry's Store,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/ben-and-jerrys-store-editions-cla?day=today&geohash=gcpuudybvsby&time=1200
322,The Chickpea,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/the-chickpea-editions-byr-new?day=today&geohash=gcpuudybvsby&time=1200
323,TRIP CBD Store,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/trip-cbd-store-editions-byr?day=today&geohash=gcpuudybvsby&time=1200
324,Remeo Gelato,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/remeo-gelato-editions-byr?day=today&geohash=gcpuudybvsby&time=1200
325,The Sipsmith Gin Shop,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/the-sipsmith-gin-shop-editions-byr?day=today&geohash=gcpuudybvsby&time=1200
326,Neat Burger - Plant Based🌱,queenstown-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/queenstown-road/neat-burger-editions-bqr?day=today&geohash=gcpuudybvsby&time=1215
327,Chilango,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/chilango-editions-byr?day=today&geohash=gcpuudybvsby&time=1215
328,Ahi Poké,culvert-place-editions,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/ahi-poke-editions-cla?day=today&geohash=gcpuudybvsby&time=1215
329,Lolo Poke,queenstown-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/queenstown-road/lolo-poke-editions-bqr?day=today&geohash=gcpuudybvsby&time=1215
330,Dishoom ,culvert-place-editions,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/dishoom-editions-bcp?day=today&geohash=gcpuudybvsby&time=1230
331,The Athenian,culvert-place-editions,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/the-athenian-editions-bcp?day=today&geohash=gcpuudybvsby&time=1230
332,Hare & Tortoise,culvert-place-editions,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/hare-and-tortoise-editions-bcp?day=today&geohash=gcpuudybvsby&time=1230
333,Jakob's Kitchen,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/jakobs-kitchen-editions-byr-new?day=today&geohash=gcpuudybvsby&time=1230
334,Motu Indian Kitchen,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/motu-indian-kitchen?day=today&geohash=gcpuudybvsby&time=1230
335,Pasta Evangelists,lavender-hill,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/lavender-hill/pasta-evangelists-clapham?day=today&geohash=gcpuudybv5tx&time=1115
336,Chicken Shop - previously CHIK'N,queenstown-road,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/queenstown-road/chikn-editions-bqr?day=today&geohash=gcpuudybv5tx&time=1215
337,Popeyes Louisiana Kitchen,culvert-place-editions,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/popeyes-editions-bcp?day=today&geohash=gcpuudybv5tx&time=1230
338,Bleecker Burger,culvert-place-editions,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/bleecker-editions-bqr?day=today&geohash=gcpuudybv5tx&time=1230
339,Poke House 🐠,culvert-place-editions,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/culvert-place-editions/ahi-poke-editions-cla?day=today&geohash=gcpuudybv5tx&time=1230
340,Remeo Gelato Ice Cream Store ,lavender-hill,['20220524'],['https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/lavender-hill/remeo-gelato-ice-cream-store-clapham?day=today&geohash=gcpuudybv5tx&time=1300
341,Halo Top,whitechapel-editions,"['20201022', '20210306']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/whitechapel-editions/halo-top-editions-wme-new?day=today&geohash=gcpvngq4m6ct&time=1215
342,Neat Burger - Plant Based🌱,whitechapel-editions,"['20201022', '20210306']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/whitechapel-editions/neat-burger-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1215
343,Remeo Gelato,stepney,"['20201022', '20210306', '20220523']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20220523/https://deliveroo.co.uk/restaurants/london/whitechapel-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/stepney/remeo-gelato-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1215
344,TRIP CBD Store,stepney,"['20201022', '20210306', '20220523']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20220523/https://deliveroo.co.uk/restaurants/london/whitechapel-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/stepney/trip-cbd-store-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1215
345,Ice Kitchen,stepney,"['20201022', '20210306']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/stepney/ice-kitchen-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1215
346,BEER + BURGER STORE,whitechapel-editions,['20201022'],['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/whitechapel-editions/beer-and-burger-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1230
347,PINZA!,whitechapel-editions,['20201022'],['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/whitechapel-editions/pinza-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1230
348,Ice Cream Store ,stepney,"['20201022', '20210306', '20220523']","['https://web.archive.org/web/20201022/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20220523/https://deliveroo.co.uk/restaurants/london/whitechapel-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/stepney/ics-editions-wme-new?day=today&geohash=gcpvngq4m6ct&time=1230
349,Ben & Jerry's Store,stepney,"['20210306', '20220523']","['https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions', 'https://web.archive.org/web/20220523/https://deliveroo.co.uk/restaurants/london/whitechapel-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/stepney/ben-and-jerrys-store-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1215
350,BEER and BURGER STORE,whitechapel-editions,['20210306'],['https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/london/stepney?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/whitechapel-editions/beer-and-burger-editions-wme?day=today&geohash=gcpvngq4m6ct&time=1230
351,The Cool Bag Shop,swiss-cottage-editions,['20200928'],['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/swiss-cottage-editions/the-cool-bag-shop-editions-bel?day=today&geohash=gcpvhp0ch3d7&time=1200
352,Ahi Poké,swiss-cottage-editions,"['20200928', '20210116']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/ahi-poke-editions-sc?day=today&geohash=gcpvhp0ch3d7&time=1215
353,The Great British Cheesecake Company ,swiss-cottage-editions,"['20200928', '20210116', '20220524']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/the-great-british-cheesecake-company-editions-swi?day=today&geohash=gcpvhp0ch3d7&time=1215
354,Halo Top,swiss-cottage-editions,"['20200928', '20210116']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/halo-top-editions-swi?day=today&geohash=gcpvhp0ch3d7&time=1215
355,Ice Kitchen,swiss-cottage-editions,"['20200928', '20210116']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/ice-kitchen-editions-bel?day=today&geohash=gcpvhp0ch3d7&time=1215
356,Pleesecakes - cheesecake,swiss-cottage-editions,"['20200928', '20210116']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/pleesecakes-editions-swi?day=today&geohash=gcpvhp0ch3d7&time=1215
357,Shake Shack,swiss-cottage-editions,"['20200928', '20210116', '20220524']","['https://web.archive.org/web/20200928/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210116/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/swiss-cottage-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/swiss-cottage-editions/shake-shack-editions-bel?day=today&geohash=gcpvhp0ch3d7&time=1230
